Crystals,v_Binding_energy_mean,v_Binding_energy_std,v_Energy_barrier_mean,v_Energy_barrier_std,std,M,UB,LB,CDF
ZnNi3_mp-971804_primitive_2-21,1.065222692,0.065777151,0.510809016,0.021309414,0.069142785,-0.554413676,-0.485270891,-0.623556462,0
NiGe3_mp-976774_primitive_210,0.872315755,0.083043727,0.317660165,0.02321445,0.086227439,-0.554655591,-0.468428151,-0.64088303,9.18154E-14
Hf2Ni7_mp-1205858_primitive_201,0.998194656,0.062282932,0.443438728,0.020766079,0.065653588,-0.554755928,-0.48910234,-0.620409515,0
Zr6Ni23_mp-1194271_primitive_21-2,1.012003291,0.041921607,0.457214324,0.021620766,0.047168619,-0.554788966,-0.507620347,-0.601957586,0
Re3Ni_mp-862604_primitive_102,1.034029859,0.055041672,0.479075606,0.017235498,0.057677101,-0.554954253,-0.497277152,-0.612631354,0
Ni5Ge3_mp-1428_primitive_110,1.063658524,0.09480944,0.508673103,0.030990422,0.099745858,-0.55498542,-0.455239562,-0.654731279,9.69899E-11
V3Ni_mp-7226_primitive_211,0.862182978,0.071164566,0.306707594,0.012477023,0.072250062,-0.555475384,-0.483225322,-0.627725446,0
ZnNi3_mp-971804_primitive_22-1,1.068701106,0.049750518,0.512978482,0.0232047,0.054896012,-0.555722624,-0.500826612,-0.610618636,0
Cs3Ni_mp-985605_primitive_1-10,0.957704797,0.032666628,0.401748729,0.029273175,0.043863736,-0.555956069,-0.512092333,-0.599819805,0
Ni3Sb_mp-976893_primitive_111,0.805632907,0.075477363,0.249195939,0.043556517,0.087143574,-0.556436969,-0.469293395,-0.643580542,1.40332E-13
GaNi3_mp-1184058_primitive_201,1.004574814,0.036151449,0.447959882,0.030566831,0.047341931,-0.556614932,-0.509273001,-0.603956864,0
ZnNi3_mp-971804_primitive_1-11,1.082011855,0.04984951,0.52537391,0.01638505,0.052473265,-0.556637944,-0.504164679,-0.609111209,0
ScNi2_mp-850_primitive_110,1.002729121,0.055534952,0.445937684,0.028749705,0.062535401,-0.556791437,-0.494256036,-0.619326838,0
ZrNi_mp-556_primitive_212,0.827072799,0.040577793,0.27000535,0.021240398,0.045800784,-0.557067449,-0.511266666,-0.602868233,0
Ga4Ni3_mp-30655_primitive_22-1,0.868485641,0.073536897,0.311345831,0.017134633,0.07550676,-0.557139811,-0.481633051,-0.632646571,0
Hf2Ni7_mp-1205858_primitive_212,1.000607041,0.039604986,0.443303342,0.015060121,0.042371714,-0.557303698,-0.514931985,-0.599675412,0
Fe3Ni_mp-1007853_primitive_22-1,0.870782909,0.05742731,0.313388962,0.014735292,0.059287645,-0.557393947,-0.498106303,-0.616681592,0
In9Ni13_mp-641509_primitive_111,1.037536991,0.080563702,0.480097793,0.028127426,0.085332656,-0.557439198,-0.472106542,-0.642771854,4.00791E-14
HfNi3_mp-7285_primitive_21-2,1.000114897,0.072216322,0.442349732,0.010780934,0.073016612,-0.557765165,-0.484748553,-0.630781777,0
MnNi_mp-1221603_primitive_001,1.029591188,0.077977546,0.471536344,0.018987991,0.080256099,-0.558054844,-0.477798744,-0.638310943,8.88178E-16
Hf3Ni7_mp-27166_primitive_121,1.002391782,0.058911946,0.444039315,0.01369293,0.060482343,-0.558352467,-0.497870125,-0.61883481,0
Hf2Ni_mp-861_primitive_211,0.845423689,0.048036452,0.286771144,0.01338684,0.049866905,-0.558652546,-0.508785641,-0.60851945,0
Ni7Ge4_mp-1219818_primitive_101,1.147646207,0.073180283,0.588840902,0.031617728,0.07971847,-0.558805305,-0.479086835,-0.638523775,5.55112E-16
ScNi2_mp-850_primitive_211,1.002588341,0.065211085,0.44352424,0.025008133,0.069841909,-0.559064101,-0.489222192,-0.62890601,0
GaNi3_mp-815_primitive_100,0.929044554,0.052156059,0.36985704,0.011990409,0.05351658,-0.559187514,-0.505670933,-0.612704094,0
Ni3Sb_mp-976847_primitive_211,1.110254574,0.061848161,0.550917767,0.041128533,0.074274836,-0.559336807,-0.485061971,-0.633611642,0
HfNi3_mp-12174_primitive_111,1.003679389,0.043624509,0.44412131,0.011466163,0.045106215,-0.559558079,-0.514451863,-0.604664294,0
NiGe2_mp-29900_primitive_102,0.867159802,0.095375266,0.307236442,0.02321321,0.098159536,-0.55992336,-0.461763824,-0.658082896,3.53376E-11
VNi2_mp-11531_primitive_1-11,0.955409515,0.040215798,0.39494185,0.013462267,0.042409233,-0.560467665,-0.518058432,-0.602876898,0
HfNi3_mp-12174_primitive_201,0.99844456,0.048306209,0.43754818,0.011991336,0.049772301,-0.56089638,-0.511124079,-0.610668681,0
Fe3Ni_mp-1007853_primitive_221,0.876285547,0.041830352,0.315227649,0.012195193,0.043571792,-0.561057898,-0.517486106,-0.60462969,0
ZrNi_mp-556_primitive_100,0.833414879,0.076540462,0.272312277,0.035796988,0.084497732,-0.561102603,-0.476604871,-0.645600334,1.63203E-14
NiBi_mp-999318_primitive_110,0.825732,0,0.264561,0,0,-0.561171,-0.561171,-0.561171,0
GaNi3_mp-1184034_primitive_1-10,0.942785022,0.056783835,0.381530847,0.01533166,0.058817206,-0.561254175,-0.502436969,-0.620071381,0
Hf3Ni7_mp-27166_primitive_12-1,1.000692609,0.036754493,0.439132228,0.009734128,0.038021652,-0.56156038,-0.523538728,-0.599582033,0
Re3Ni_mp-862604_primitive_221,1.033445445,0.046157269,0.471529241,0.01392641,0.04821243,-0.561916204,-0.513703774,-0.610128634,0
VNi2_mp-11531_primitive_210,0.96227994,0.044769214,0.400228134,0.024276871,0.05092788,-0.562051806,-0.511123926,-0.612979686,0
ZnNi3_mp-971758_primitive_211,1.062007076,0.046352122,0.499877365,0.020413022,0.050647909,-0.562129711,-0.511481802,-0.61277762,0
GaNi3_mp-1184034_primitive_22-1,0.929974428,0.045492352,0.367629272,0.015833309,0.04816895,-0.562345156,-0.514176206,-0.610514106,0
GaNi3_mp-1184034_primitive_221,0.942529365,0.035688447,0.380086999,0.035016613,0.049998284,-0.562442367,-0.512444083,-0.612440651,0
Zr2Ni7_mp-2717_primitive_1-12,1.020013627,0.081708481,0.457475488,0.021979558,0.084613101,-0.56253814,-0.477925039,-0.64715124,1.55431E-14
ZrNi5_mp-2439_primitive_211,1.022799912,0.07132906,0.459837909,0.022016551,0.074649603,-0.562962003,-0.4883124,-0.637611607,0
Ti3Ni_mp-981209_primitive_211,0.884833384,0.069305381,0.321850802,0.015428283,0.071001886,-0.562982582,-0.491980696,-0.633984467,0
FeNi3_mp-1007854_primitive_21-1,1.024593818,0.076341803,0.461445124,0.032420263,0.082940608,-0.563148694,-0.480208086,-0.646089301,4.44089E-15
Ni3Ag_mp-1100764_primitive_212,1.021881801,0.056834359,0.458479366,0.020753307,0.06050491,-0.563402435,-0.502897525,-0.623907345,0
NiGe3_mp-1186341_primitive_221,0.862910727,0.089013955,0.299052784,0.018922293,0.091002952,-0.563857943,-0.472854991,-0.654860895,7.46514E-13
Ni5Ge2_mp-1200317_primitive_101,1.139812136,0.073129662,0.575897148,0.024790642,0.077217377,-0.563914987,-0.48669761,-0.641132365,0
Nb6Ni7_mp-1105044_primitive_21-2,0.841525894,0.049314241,0.277037249,0.02621684,0.055849951,-0.564488646,-0.508638695,-0.620338597,0
NiGe_mp-1099_primitive_120,0.890837201,0.091310941,0.325659908,0.037658505,0.098771711,-0.565177293,-0.466405582,-0.663949005,3.24475E-11
FeNi3_mp-1225078_primitive_21-2,1.01900585,0.046308632,0.453779612,0.034467586,0.057727843,-0.565226237,-0.507498395,-0.62295408,0
NiGe2_mp-29900_primitive_201,0.87167497,0.072014353,0.30638576,0.021999303,0.075299644,-0.56528921,-0.489989566,-0.640588854,0
VNi2_mp-11531_primitive_1-10,0.958928171,0.050461546,0.393556736,0.017161332,0.053299896,-0.565371434,-0.512071538,-0.61867133,0
ZnNi3_mp-971758_primitive_100,1.08678385,0.050242447,0.521372133,0.017130055,0.05308241,-0.565411717,-0.512329306,-0.618494127,0
GaNi3_mp-1184034_primitive_2-21,0.935111701,0.026138756,0.369476461,0.014832167,0.030053748,-0.56563524,-0.535581492,-0.595688988,0
Hf8Ni21_mp-27165_primitive_1-1-1,1.008242774,0.053801808,0.442145807,0.016099449,0.056158943,-0.566096967,-0.509938025,-0.62225591,0
Hf2Ni_mp-861_primitive_2-12,0.829392672,0.039901644,0.263133461,0.016293729,0.043100195,-0.566259211,-0.523159016,-0.609359405,0
NiGe2_mp-29900_primitive_111,0.881410557,0.10201425,0.315069936,0.024919059,0.105013651,-0.566340621,-0.46132697,-0.671354271,3.75803E-10
ZnNi3_mp-971804_primitive_110,1.098139143,0.05432577,0.531250063,0.016890443,0.056890916,-0.56688908,-0.509998164,-0.623779997,0
GaNi2_mp-1224858_primitive_201,0.954613459,0.038731745,0.387258078,0.028504334,0.048089969,-0.567355381,-0.519265412,-0.61544535,0
Ga3Ni5_mp-11398_primitive_1-10,0.948101437,0.057998406,0.380359155,0.012997037,0.059436841,-0.567742282,-0.508305441,-0.627179123,0
Ga3Ni2_mp-11397_primitive_210,0.870409822,0.069700297,0.302489828,0.014462481,0.071184933,-0.567919995,-0.496735061,-0.639104928,0
GaNi3_mp-1184034_primitive_111,0.934233522,0.029290724,0.366275722,0.01021776,0.031021753,-0.567957801,-0.536936048,-0.598979554,0
NiGe3_mp-976774_primitive_102,0.886234397,0.080063395,0.318133605,0.025128113,0.083914059,-0.568100792,-0.484186734,-0.652014851,5.66214E-15
Ga3Ni5_mp-11398_primitive_001,0.946486846,0.03635045,0.378086996,0.013322599,0.038714944,-0.56839985,-0.529684906,-0.607114793,0
Hf3Ni7_mp-27166_primitive_2-21,1.007084289,0.062449127,0.438539402,0.019810988,0.065516172,-0.568544887,-0.503028715,-0.634061059,0
GaNi3_mp-1184058_primitive_102,0.935338116,0.032733962,0.366659111,0.01233604,0.034981283,-0.568679005,-0.533697722,-0.603660288,0
Ti3Ni_mp-1187671_primitive_212,0.892924047,0.075013709,0.324221388,0.018797524,0.077333068,-0.568702659,-0.491369591,-0.646035727,0
NiGe3_mp-976774_primitive_2-21,0.877764368,0.119624207,0.308605996,0.029608416,0.123233961,-0.569158372,-0.445924411,-0.692392334,6.90754E-08
Ni3Sn_mp-20112_primitive_110,1.169193181,0.070501357,0.599907872,0.03225455,0.077529332,-0.569285309,-0.491755977,-0.646814642,0
InNi2_mp-21092_primitive_102,1.24,0,0.67,0,0,-0.57,-0.57,-0.57,0
ZnNi3_mp-971758_primitive_111,1.06,0,0.49,0,0,-0.57,-0.57,-0.57,0
Ga7Ni3_mp-16852_primitive_211,0.878906253,0.065818762,0.308042176,0.016677112,0.067898715,-0.570864077,-0.502965362,-0.638762792,0
VNi2_mp-11531_primitive_22-1,0.966395336,0.047658308,0.395476349,0.015631506,0.050156338,-0.570918988,-0.520762649,-0.621075326,0
Hf2Ni7_mp-1205858_primitive_1-11,1.005655134,0.051829501,0.434589049,0.014829451,0.053909273,-0.571066085,-0.517156811,-0.624975358,0
NbNi3_mp-999378_primitive_111,0.924826086,0.052735146,0.353643027,0.031459627,0.061406057,-0.571183059,-0.509777002,-0.632589115,0
Hf3Ni7_mp-27166_primitive_122,1.002962682,0.05670029,0.431708211,0.013245689,0.058226894,-0.571254471,-0.513027577,-0.629481365,0
Ni5Ge3_mp-1428_primitive_21-1,1.163015354,0.052986674,0.591495913,0.031560344,0.061673681,-0.57151944,-0.509845759,-0.633193121,0
NbNi_mp-1220799_primitive_212,0.888077614,0.03662359,0.31626775,0.024494102,0.044059601,-0.571809864,-0.527750263,-0.615869465,0
VNi2_mp-11531_primitive_21-2,0.965567499,0.035423847,0.393281163,0.012014173,0.037405738,-0.572286336,-0.534880598,-0.609692075,0
ZnNi3_mp-971758_primitive_221,1.088344604,0.065915007,0.51518447,0.020083216,0.06890663,-0.573160134,-0.504253504,-0.642066764,0
NbNi2_mp-1191285_primitive_201,1.029727978,0.055693392,0.455290489,0.010715077,0.056714784,-0.574437489,-0.517722704,-0.631152273,0
CuNi3_mp-1225694_primitive_2-10,1.010609686,0.058693866,0.435098788,0.021117494,0.062377227,-0.575510898,-0.513133671,-0.637888125,0
Zr8Ni21_mp-30260_primitive_11-1,1.038249412,0.055557914,0.462681173,0.016371042,0.05791971,-0.575568239,-0.517648529,-0.63348795,0
Hf2Ni_mp-861_primitive_112,0.873232433,0.045382719,0.29740151,0.016470366,0.048279024,-0.575830923,-0.527551899,-0.624109947,0
GaNi2_mp-1224858_primitive_111,0.942071635,0.04475529,0.365658474,0.015177717,0.047258852,-0.576413161,-0.529154309,-0.623672013,0
Zr9Ni11_mp-30814_primitive_22-1,0.885913524,0.049839239,0.309265944,0.014141633,0.051806714,-0.57664758,-0.524840866,-0.628454293,0
Hf3Ni7_mp-27166_primitive_12-2,1.016586798,0.044907013,0.4399268,0.01634342,0.047788567,-0.576659998,-0.528871431,-0.624448566,0
Fe2Ni_mp-1077745_primitive_110,0.878062952,0.081208235,0.301107979,0.01264846,0.082187353,-0.576954973,-0.49476762,-0.659142326,6.66134E-16
Y4Ni_mp-1207883_primitive_20-1,0.875365826,0.076480301,0.29823139,0.016064553,0.078149256,-0.577134436,-0.49898518,-0.655283693,0
GaNi3_mp-815_primitive_110,0.942335591,0.021856462,0.364519171,0.007924958,0.023248868,-0.577816419,-0.554567551,-0.601065288,0
NiGe_mp-1099_primitive_102,0.898472378,0.037981085,0.320513278,0.021565973,0.043676699,-0.577959099,-0.534282401,-0.621635798,0
NiGe2_mp-29900_primitive_101,0.911124536,0.094337797,0.332815233,0.034011803,0.100281717,-0.578309304,-0.478027587,-0.67859102,2.60865E-11
Hf8Ni21_mp-27165_primitive_102,1.016107997,0.058292168,0.437368564,0.016784478,0.060660494,-0.578739433,-0.518078939,-0.639399927,0
Ni_mp-23_primitive_110,1.000277439,0.046645001,0.420552473,0.02446662,0.052672304,-0.579724966,-0.527052662,-0.63239727,0
ZrNi_mp-556_primitive_1-10,0.853362569,0.067293794,0.273376986,0.035382809,0.076028928,-0.579985583,-0.503956655,-0.656014511,0
Ga3Ni2_mp-11397_primitive_102,0.88052229,0.078370734,0.300520036,0.018740954,0.080580366,-0.580002254,-0.499421888,-0.66058262,1.11022E-16
Ni2Ge_mp-17383_primitive_012,0.887714884,0.090498836,0.307483843,0.026430111,0.094279319,-0.580231041,-0.485951722,-0.67451036,1.25333E-12
Y3Ni_mp-1105633_primitive_211,0.896711925,0.038060494,0.315959911,0.013610248,0.040420787,-0.580752014,-0.540331226,-0.621172801,0
NiGe_mp-1099_primitive_221,0.8698495,0.056557175,0.289064148,0.019243077,0.059741192,-0.580785352,-0.52104416,-0.640526544,0
NiGe3_mp-976774_primitive_21-1,0.895016944,0.082807677,0.314168794,0.023391923,0.086048204,-0.58084815,-0.494799945,-0.666896354,7.99361E-15
Ti3Ni_mp-1187671_primitive_211,0.9009056,0.070280099,0.319782758,0.016751657,0.072248947,-0.581122842,-0.508873895,-0.65337179,0
Fe2Ni_mp-1224697_primitive_101,0.893816745,0.048419161,0.312686267,0.017682756,0.051547018,-0.581130478,-0.52958346,-0.632677495,0
NbNi_mp-1220799_primitive_221,0.885217607,0.05385323,0.303737013,0.0212313,0.057887291,-0.581480594,-0.523593303,-0.639367885,0
Zr7Ni10_mp-680655_primitive_211,0.83337051,0.057029458,0.251702522,0.021759906,0.061039763,-0.581667987,-0.520628225,-0.64270775,0
NbNi3_mp-1451_primitive_021,0.960664025,0.052560213,0.378939751,0.020319701,0.056351275,-0.581724274,-0.525372999,-0.638075549,0
GaNi2_mp-1224858_primitive_110,0.950118917,0.025021631,0.368384807,0.023537316,0.034352398,-0.58173411,-0.547381712,-0.616086509,0
Hf2Ni_mp-861_primitive_210,0.8536553,0.050289671,0.271917617,0.021634783,0.054745912,-0.581737683,-0.526991771,-0.636483595,0
CoNi3_mp-1183785_primitive_210,0.968161327,0.03715474,0.385620564,0.012785435,0.039293028,-0.582540762,-0.543247735,-0.62183379,0
NbNi3_mp-1451_primitive_212,1.030536839,0.057846277,0.447855085,0.013657742,0.059436737,-0.582681754,-0.523245017,-0.642118492,0
Fe3Ni_mp-1007862_primitive_101,0.88922644,0.0727051,0.306471126,0.016982101,0.074662061,-0.582755314,-0.508093253,-0.657417375,0
NiGe2_mp-29900_primitive_221,0.915562463,0.094801699,0.331655172,0.037819559,0.102067043,-0.583907291,-0.481840248,-0.685974334,3.89451E-11
CuNi3_mp-1184054_primitive_221,1.026473975,0.064520591,0.442476662,0.021834792,0.068115084,-0.583997314,-0.515882229,-0.652112398,0
Ni3Mo_mp-11506_primitive_011,1.012528631,0.064153343,0.42842042,0.013345032,0.065526646,-0.584108211,-0.518581565,-0.649634857,0
Ni_mp-23_primitive_211,1.010808745,0.047495263,0.426084889,0.015150186,0.049853066,-0.584723856,-0.53487079,-0.634576921,0
GaNi2_mp-1224858_primitive_212,0.948042497,0.03140062,0.363023698,0.017262452,0.035832823,-0.585018799,-0.549185976,-0.620851621,0
Ni_mp-23_primitive_21-2,1.005022055,0.043549591,0.419248989,0.019217507,0.047601255,-0.585773066,-0.538171811,-0.63337432,0
NiAg3_mp-976772_primitive_100,0.856155238,0.046520754,0.269634949,0.026014742,0.053300538,-0.586520289,-0.533219751,-0.639820827,0
Ni4Ge_mp-1220076_primitive_211,1.061531755,0.059790304,0.47447353,0.020559444,0.063226349,-0.587058225,-0.523831876,-0.650284574,0
Ni4Ge_mp-1220076_primitive_21-1,1.073845321,0.061145118,0.486672097,0.018792842,0.063967932,-0.587173223,-0.523205292,-0.651141155,0
NiGe3_mp-976774_primitive_211,0.875080711,0.120553966,0.287689304,0.028275531,0.123825541,-0.587391406,-0.463565866,-0.711216947,3.52736E-08
GaNi_mp-1941_primitive_111,0.887238,0,0.299766,0,0,-0.587472,-0.587472,-0.587472,0
NiGe2_mp-29900_primitive_112,0.909024924,0.076340853,0.321307823,0.029220438,0.081742032,-0.587717101,-0.505975069,-0.669459133,1.11022E-16
GaNi3_mp-1184058_primitive_221,1.009935433,0.024925025,0.422025953,0.026877422,0.036655869,-0.587909479,-0.551253611,-0.624565348,0
GaNi3_mp-815_primitive_210,0.94724558,0.025200249,0.359273188,0.00746002,0.026281257,-0.587972392,-0.561691135,-0.614253649,0
ZrNi5_mp-2439_primitive_2-1-1,1.029188374,0.076031719,0.440991984,0.014312805,0.077367168,-0.588196389,-0.510829221,-0.665563557,0
Hf8Ni21_mp-27165_primitive_2-1-2,1.024565914,0.057999622,0.436222404,0.015969315,0.060157918,-0.58834351,-0.528185592,-0.648501429,0
Ni5Ge3_mp-1428_primitive_20-1,1.06298694,0.070064398,0.474582902,0.042689353,0.082045114,-0.588404039,-0.506358925,-0.670449153,2.22045E-16
Fe3Ni_mp-1224827_primitive_102,0.907318196,0.057686744,0.318841437,0.013875622,0.05933206,-0.588476759,-0.529144699,-0.647808819,0
Ni5Ge3_mp-1428_primitive_111,1.123835987,0.073348763,0.535191332,0.029844506,0.079187976,-0.588644655,-0.509456679,-0.667832631,0
Hf3Ni7_mp-27166_primitive_111,1.023122373,0.038067136,0.434182622,0.015716376,0.041183872,-0.588939752,-0.54775588,-0.630123623,0
Hf2Ni_mp-861_primitive_2-11,0.877908793,0.033659219,0.2889672,0.020687507,0.039508429,-0.588941593,-0.549433165,-0.628450022,0
Fe3Ni_mp-1224780_primitive_2-11,0.896677512,0.077221451,0.30770708,0.017212339,0.079116478,-0.588970432,-0.509853953,-0.66808691,0
Hf8Ni21_mp-27165_primitive_1-22,1.018965644,0.054040179,0.429886691,0.011176979,0.055183927,-0.589078952,-0.533895026,-0.644262879,0
Ti3Ni4_mp-567653_primitive_10-1,0.99385328,0.030750556,0.404600695,0.02160912,0.037583916,-0.589252585,-0.551668669,-0.626836501,0
Ni3Ag_mp-1100764_primitive_221,1.034995568,0.068551384,0.445367612,0.014842323,0.070139767,-0.589627956,-0.519488189,-0.659767723,0
Fe2Ni_mp-1077745_primitive_20-1,0.89988952,0.094876011,0.309896721,0.019211989,0.096801643,-0.589992799,-0.493191156,-0.686794441,2.23765E-12
Ni4W_mp-30811_primitive_101,1.04,0,0.45,0,0,-0.59,-0.59,-0.59,0
GaNi3_mp-815_primitive_111,1.1,0,0.51,0,0,-0.59,-0.59,-0.59,0
NiGe3_mp-976774_primitive_2-12,0.901806074,0.106046627,0.311386612,0.024466469,0.108832418,-0.590419462,-0.481587044,-0.699251881,3.63476E-10
Fe3Ni2_mp-1225009_primitive_212,0.902187154,0.062801737,0.31146231,0.012166393,0.063969362,-0.590724844,-0.526755481,-0.654694206,0
ZrNi_mp-556_primitive_211,0.867919832,0.070536104,0.276995666,0.025296614,0.074935043,-0.590924167,-0.515989124,-0.66585921,0
Hf2Ni_mp-861_primitive_21-1,0.860691079,0.040626628,0.269751643,0.018081766,0.044468789,-0.590939437,-0.546470648,-0.635408226,0
Ni5Ge3_mp-1428_primitive_100,1.164026636,0.072485312,0.572915715,0.029568107,0.078284056,-0.591110921,-0.512826865,-0.669394977,0
NbNi2_mp-1077429_primitive_20-1,0.999263835,0.052260484,0.408142273,0.014359822,0.054197442,-0.591121562,-0.53692412,-0.645319004,0
ZrNi5_mp-2439_primitive_21-2,1.045166519,0.068095447,0.454042289,0.019155778,0.070738488,-0.591124231,-0.520385743,-0.661862719,0
Ni3Ge_mp-21008_primitive_211,1.120149285,0.082175418,0.52853529,0.027987065,0.086810571,-0.591613995,-0.504803424,-0.678424565,5.10703E-15
Fe2Ni_mp-1224697_primitive_110,0.898549691,0.070464066,0.306823641,0.013615109,0.071767373,-0.59172605,-0.519958677,-0.663493423,0
Ni_mp-23_primitive_21-1,1.017304182,0.05174298,0.425380667,0.018515612,0.054956017,-0.591923515,-0.536967498,-0.646879533,0
CoNi3_mp-1183751_primitive_221,0.976350209,0.074673821,0.384103435,0.013797476,0.075937803,-0.592246774,-0.516308971,-0.668184577,0
Ti3Ni_mp-1187671_primitive_101,0.911084124,0.061559558,0.318837105,0.014152687,0.063165479,-0.59224702,-0.529081541,-0.655412498,0
Ni3Ag_mp-1100764_primitive_210,1.043386707,0.073024807,0.450417812,0.01683727,0.074940751,-0.592968895,-0.518028144,-0.667909645,0
ZnNi3_mp-971804_primitive_101,1.021213591,0.054557343,0.427532192,0.021917285,0.058795162,-0.5936814,-0.534886237,-0.652476562,0
NiGe_mp-1099_primitive_201,0.943560323,0.093350743,0.349510974,0.046053546,0.1040927,-0.594049349,-0.489956649,-0.69814205,4.72581E-11
NbNi3_mp-1451_primitive_211,0.994681731,0.045396413,0.398709597,0.022658074,0.050736797,-0.595972134,-0.545235337,-0.646708931,0
Ni_mp-23_primitive_20-1,1.017701453,0.029295628,0.421701437,0.013898635,0.03242539,-0.596000016,-0.563574626,-0.628425405,0
FeNi2_mp-1072076_primitive_21-1,1.00389398,0.034745621,0.407700907,0.020969617,0.040583038,-0.596193074,-0.555610035,-0.636776112,0
GaNi3_mp-1184034_primitive_11-1,0.97436679,0.037057289,0.377941684,0.016271682,0.04047234,-0.596425106,-0.555952766,-0.636897445,0
Ni_mp-23_primitive_221,1.011595997,0.042285343,0.415136255,0.01230946,0.044040584,-0.596459742,-0.552419158,-0.640500326,0
NiGe2_mp-29900_primitive_001,1.11707111,0.085210853,0.520564704,0.041803047,0.094912508,-0.596506406,-0.501593898,-0.691418914,5.1037E-13
Hf8Ni21_mp-27165_primitive_10-1,1.021051735,0.045845894,0.424001221,0.015958831,0.048544106,-0.597050513,-0.548506407,-0.64559462,0
NiGe2_mp-29900_primitive_212,0.906203377,0.088859837,0.30875525,0.021024598,0.091313221,-0.597448127,-0.506134906,-0.688761348,5.90639E-14
Fe3Ni_mp-1224827_primitive_201,0.91361092,0.051809083,0.314935631,0.016196474,0.054281736,-0.59867529,-0.544393554,-0.652957026,0
Zr2Ni7_mp-2717_primitive_21-2,1.046675161,0.09435993,0.44763978,0.015978327,0.095703204,-0.599035381,-0.503332177,-0.694738585,6.45706E-13
Nb6Ni7_mp-1105044_primitive_2-12,0.88497698,0.041360312,0.285401851,0.014622836,0.043869155,-0.599575129,-0.555705974,-0.643444284,0
Ni2Ge_mp-17383_primitive_122,1.178858286,0.0603912,0.578857079,0.030702318,0.067747542,-0.600001207,-0.532253665,-0.667748749,0
ZrNi_mp-556_primitive_221,0.881836128,0.054874255,0.281676447,0.023705348,0.059775642,-0.600159682,-0.54038404,-0.659935323,0
ZnNi_mp-429_primitive_221,1.031819049,0.049199327,0.431481116,0.018765195,0.052656494,-0.600337933,-0.547681439,-0.652994427,0
GaNi2_mp-1224858_primitive_211,0.957882252,0.032277474,0.357327364,0.015657275,0.035874581,-0.600554888,-0.564680307,-0.636429469,0
Fe3Ni_mp-1007862_primitive_21-1,0.900119779,0.063632669,0.299273154,0.009940627,0.064404446,-0.600846624,-0.536442179,-0.66525107,0
NiGe2_mp-29900_primitive_110,1.140839213,0.062931951,0.539879164,0.021534716,0.066514468,-0.600960049,-0.534445581,-0.667474517,0
Ni4Ge_mp-1220076_primitive_20-1,1.097250223,0.049292637,0.495902415,0.022585873,0.054220713,-0.601347809,-0.547127095,-0.655568522,0
Fe3Ni_mp-1224780_primitive_1-11,0.909863245,0.048521622,0.308500476,0.012194064,0.050030421,-0.601362769,-0.551332348,-0.65139319,0
Ni_mp-23_primitive_22-1,1.022981003,0.055491902,0.421396665,0.014564408,0.057371362,-0.601584338,-0.544212976,-0.658955699,0
Zr7Ni10_mp-636525_primitive_102,0.878165799,0.043488009,0.276054326,0.02019529,0.047948479,-0.602111474,-0.554162995,-0.650059953,0
FeNi3_mp-1079337_primitive_210,1.04890694,0.057411493,0.446446407,0.030261895,0.064898858,-0.602460533,-0.537561675,-0.667359392,0
Fe3Ni_mp-1224827_primitive_21-2,0.91524623,0.059932006,0.312715645,0.017176697,0.062344882,-0.602530585,-0.540185703,-0.664875467,0
ZnNi_mp-429_primitive_212,1.016998741,0.041583264,0.414258286,0.015360964,0.044329753,-0.602740455,-0.558410701,-0.647070208,0
Ni4Ge_mp-1220076_primitive_10-2,1.090941411,0.064370253,0.487863626,0.016983274,0.066572975,-0.603077786,-0.536504811,-0.669650761,0
Ni3Pb_mp-976830_primitive_100,1.130657107,0.084103311,0.527390461,0.048926333,0.097299296,-0.603266646,-0.50596735,-0.700565942,1.09113E-12
CuNi3_mp-1225694_primitive_110,1.021568617,0.052335216,0.417845218,0.01973949,0.055934089,-0.603723399,-0.54778931,-0.659657489,0
Zr7Ni10_mp-636525_primitive_2-10,0.854607868,0.045602129,0.250517854,0.017048557,0.048684777,-0.604090014,-0.555405237,-0.652774791,0
NiSb_mp-810_primitive_110,0.7651,0,0.160806,0,0,-0.604294,-0.604294,-0.604294,0
AlNi3_mp-2593_primitive_100,0.966015878,0.067890775,0.360959156,0.008720632,0.06844857,-0.605056722,-0.536608153,-0.673505292,0
Ni3Sb_mp-672371_primitive_221,1.127847672,0.11606005,0.52179274,0.025943685,0.118924388,-0.606054932,-0.487130544,-0.72497932,3.99112E-09
ZnNi3_mp-971804_primitive_21-1,1.038474333,0.073940793,0.431828369,0.026255313,0.078463892,-0.606645964,-0.528182072,-0.685109856,0
CuNi3_mp-1225694_primitive_212,1.020260692,0.046851608,0.413614045,0.015385987,0.049313302,-0.606646647,-0.557333344,-0.655959949,0
GaNi2_mp-1224858_primitive_2-12,0.968032503,0.030520422,0.361007129,0.01046677,0.032265297,-0.607025374,-0.574760077,-0.639290672,0
Ni3Au_mp-976818_primitive_101,1.007423162,0.027248067,0.400124559,0.016916778,0.032072333,-0.607298604,-0.575226271,-0.639370936,0
Ni3Sn_mp-11522_primitive_211,1.180760601,0.139105837,0.572968403,0.026695985,0.141644306,-0.607792199,-0.466147892,-0.749436505,5.99599E-07
Fe3Ni_mp-1007862_primitive_221,0.907548106,0.087469865,0.299737756,0.022577477,0.090336702,-0.60781035,-0.517473647,-0.698147052,1.33227E-14
