Crystals,v_Binding_energy_mean,v_Binding_energy_std,v_Energy_barrier_mean,v_Energy_barrier_std,std,M,UB,LB,CDF
Hf3Ni7_mp-27166_primitive_101,0.932088009,0.056922712,0.545176727,0.030425718,0.064543934,-0.386911282,-0.322367348,-0.451455216,2.34479E-13
Nb5Ni_mp-669699_primitive_211,0.685678962,0.116968274,0.298675007,0.019317154,0.118552644,-0.387003955,-0.268451311,-0.5055566,4.08749E-05
InNi_mp-19876_primitive_210,0.753805646,0.045590939,0.366228139,0.018010661,0.049019563,-0.387577507,-0.338557944,-0.43659707,0
TiNi3_mp-1409_primitive_221,0.904822567,0.031499931,0.517157571,0.017141981,0.035862142,-0.387664996,-0.351802855,-0.423527138,0
TiNi3_mp-1409_primitive_111,0.901146603,0.032732658,0.513358669,0.027422522,0.042701541,-0.387787934,-0.345086393,-0.430489474,0
Ga3Ni5_mp-11398_primitive_2-11,0.775275594,0.061709889,0.387339967,0.00857053,0.062302202,-0.387935627,-0.325633425,-0.450237828,2.94209E-14
NiSn_mp-680646_primitive_100,0.721609947,0.087351022,0.333602163,0.025356806,0.090956961,-0.388007784,-0.297050823,-0.478964745,1.33493E-07
TaNi3_mp-891_primitive_110,0.961357647,0.089290211,0.571753302,0.029998895,0.09419488,-0.389604345,-0.295409464,-0.483799225,3.09081E-07
Y2Ni7_mp-574339_primitive_211,0.902967033,0.049614414,0.513261989,0.023619753,0.054949821,-0.389705044,-0.334755223,-0.444654865,0
NbNi_mp-1220799_primitive_10-2,0.685569867,0.056642862,0.29584364,0.017151969,0.0591828,-0.389726228,-0.330543427,-0.448909028,9.99201E-16
FeNi_mp-1224965_primitive_101,0.732732597,0.046752707,0.342921187,0.020690152,0.051126295,-0.38981141,-0.338685115,-0.440937705,0
TlNi_mp-11524_primitive_101,0.79,0,0.4,0,0,-0.39,-0.39,-0.39,0
ZnNi3_mp-971804_primitive_100,0.859431964,0.034772025,0.468908024,0.021103184,0.040674785,-0.39052394,-0.349849156,-0.431198725,0
CaNi_mp-1059707_primitive_111,0.910336086,0.064902284,0.519596894,0.021555854,0.068388312,-0.390739192,-0.32235088,-0.459127504,2.92355E-12
ZnNi_mp-1486_primitive_111,0.854241642,0.036067011,0.463284929,0.018492234,0.04053137,-0.390956713,-0.350425343,-0.431488084,0
Nb5Ni_mp-669699_primitive_20-1,0.711408132,0.104270463,0.320276378,0.017914093,0.10579813,-0.391131754,-0.285333625,-0.496929884,4.23157E-06
FeNi_mp-1224976_primitive_110,0.722760275,0.03428993,0.331626855,0.013653821,0.036908348,-0.39113342,-0.354225072,-0.428041768,0
Ga3Ni5_mp-11398_primitive_201,0.782090861,0.057130372,0.390599036,0.009523427,0.057918693,-0.391491824,-0.333573131,-0.449410518,2.22045E-16
Ni4Sn3_mp-1221030_primitive_102,0.785302669,0.0926375,0.393775624,0.022680867,0.095373623,-0.391527045,-0.296153421,-0.486900668,3.82682E-07
Y3Ni_mp-1105633_primitive_110,0.721689647,0.041806371,0.330034858,0.01209677,0.04352131,-0.391654789,-0.348133479,-0.4351761,0
YNi_mp-1364_primitive_110,0.74996655,0.03112728,0.357471457,0.014867882,0.034495818,-0.392495093,-0.357999275,-0.426990911,0
FeNi_mp-1224965_primitive_001,0.715761602,0.04476389,0.323099478,0.011850072,0.046305832,-0.392662124,-0.346356293,-0.438967956,0
Sc2Ni_mp-867501_primitive_21-1,0.737475032,0.036504975,0.344806474,0.012569457,0.038608347,-0.392668557,-0.35406021,-0.431276904,0
ScNi5_mp-570673_primitive_211,0.938732192,0.04844622,0.545917304,0.036177194,0.060463424,-0.392814888,-0.332351464,-0.453278312,2.66454E-15
NiSn_mp-680646_primitive_201,0.723197725,0.11283331,0.329435144,0.021739948,0.114908578,-0.393762581,-0.278854003,-0.508671159,1.87024E-05
Fe3Ni_mp-1007862_primitive_100,0.714360347,0.036661072,0.320163736,0.012053266,0.03859165,-0.394196612,-0.355604962,-0.432788261,0
FeNi_mp-2213_primitive_001,0.725544873,0.068669553,0.330995111,0.014753135,0.070236476,-0.394549762,-0.324313286,-0.464786237,7.07034E-12
TiNi3_mp-1409_primitive_201,0.900710157,0.039328737,0.506148238,0.024815605,0.046503374,-0.394561918,-0.348058544,-0.441065292,0
CaNi5_mp-1101884_primitive_1-11,0.930084285,0.04334715,0.535329966,0.023860326,0.049480204,-0.394754319,-0.345274115,-0.444234523,0
YNi_mp-1364_primitive_101,0.889232749,0.032750178,0.494366463,0.013229056,0.035321128,-0.394866286,-0.359545158,-0.430187415,0
Sc2Ni_mp-867501_primitive_110,0.72944259,0.034249443,0.334565341,0.009383693,0.035511661,-0.394877249,-0.359365588,-0.43038891,0
Y3Ni_mp-1105633_primitive_111,0.733247262,0.03134133,0.338314241,0.010703828,0.03311874,-0.394933021,-0.361814281,-0.428051761,0
YNi5_mp-2152_primitive_101,0.922447887,0.046725697,0.527231692,0.024340266,0.052685286,-0.395216195,-0.342530909,-0.447901481,0
Y2Ni7_mp-574339_primitive_2-12,0.927376792,0.025839236,0.532132028,0.023014916,0.034602781,-0.395244764,-0.360641983,-0.429847545,0
FeNi_mp-1224965_primitive_2-11,0.72903927,0.030658799,0.333609156,0.012517028,0.033115525,-0.395430113,-0.362314589,-0.428545638,0
Y3Ni2_mp-582134_primitive_112,0.758312619,0.02942594,0.362867847,0.007586652,0.030388209,-0.395444772,-0.365056562,-0.425832981,0
Ga9Ni13_mp-21589_primitive_1-10,0.821848333,0.070852299,0.42639432,0.043100907,0.082932119,-0.395454013,-0.312521894,-0.478386133,4.93202E-09
FeNi3_mp-1079337_primitive_221,0.918606001,0.038199487,0.523142549,0.017634869,0.042073619,-0.395463452,-0.353389833,-0.437537071,0
FeNi3_mp-1007855_primitive_2-11,0.921666205,0.043674582,0.526062532,0.027742018,0.05174059,-0.395603673,-0.343863083,-0.447344263,0
Ni3Au_mp-976838_primitive_221,0.904665625,0.025557645,0.508716661,0.013689222,0.028992896,-0.395948964,-0.366956068,-0.42494186,0
TiNi_mp-1067475_primitive_201,0.868919602,0.031771852,0.472874866,0.014524265,0.034934293,-0.396044736,-0.361110442,-0.430979029,0
Fe2Ni_mp-1077745_primitive_21-1,0.717305273,0.074257545,0.321093765,0.012105318,0.075237768,-0.396211508,-0.32097374,-0.471449276,1.23041E-10
TiNi_mp-1048_primitive_212,0.871106899,0.035086764,0.474441178,0.013055839,0.037437093,-0.396665721,-0.359228628,-0.434102814,0
Y3Ni_mp-1105633_primitive_101,0.730518255,0.065358606,0.333808599,0.021782652,0.068892897,-0.396709655,-0.327816758,-0.465602552,2.26497E-12
Zr2Ni_mp-328_primitive_100,0.645857258,0.08712325,0.248534045,0.035960344,0.094252888,-0.397323214,-0.303070325,-0.491576102,2.04971E-07
Ni3Sn2_mp-669720_primitive_121,0.827849191,0.058434951,0.429930592,0.038217418,0.069822737,-0.3979186,-0.328095863,-0.467741336,3.83071E-12
TiNi_mp-640189_primitive_100,0.866627768,0.025949464,0.468338722,0.015409191,0.030179759,-0.398289046,-0.368109287,-0.428468805,0
GaNi3_mp-1184034_primitive_101,0.777951822,0.042446278,0.379601598,0.015216154,0.045091217,-0.398350224,-0.353259007,-0.443441441,0
TiNi3_mp-1409_primitive_101,0.929898289,0.030270766,0.53154218,0.022402154,0.037658675,-0.398356108,-0.360697434,-0.436014783,0
NiPb_mp-569446_primitive_111,0.869064364,0.09486825,0.470415241,0.074708563,0.120753278,-0.398649123,-0.277895845,-0.519402402,3.68737E-05
Ni2Ge_mp-1594_primitive_211,0.985349953,0.071790044,0.58651551,0.039544347,0.081960758,-0.398834443,-0.316873685,-0.480795201,2.57517E-09
NiSn_mp-680646_primitive_101,0.728364617,0.049449156,0.329496185,0.018221009,0.052699376,-0.398868431,-0.346169055,-0.451567807,0
Ti2Ni_mp-1808_primitive_22-1,0.737749031,0.031786756,0.338335179,0.01377451,0.034642964,-0.399413852,-0.364770888,-0.434056817,0
Ga3Ni5_mp-11398_primitive_100,0.7508095,0.074588323,0.351372126,0.016705565,0.076436208,-0.399437374,-0.323001166,-0.475873582,1.77779E-10
NbNi_mp-1220799_primitive_211,0.692965928,0.067737552,0.293319933,0.019964646,0.070618432,-0.399645995,-0.329027562,-0.470264427,5.52647E-12
AlNi3_mp-2593_primitive_111,0.84,0,0.44,0,0,-0.4,-0.4,-0.4,0
NiSn_mp-680646_primitive_221,0.733378807,0.108220441,0.333175284,0.023468193,0.110735811,-0.400203523,-0.289467712,-0.510939334,7.23916E-06
TiNi_mp-998945_primitive_102,0.872459343,0.028936314,0.472163254,0.017619101,0.033878356,-0.400296089,-0.366417733,-0.434174445,0
FeNi3_mp-1079337_primitive_122,0.938747552,0.037142084,0.538205431,0.020114632,0.042238997,-0.400542121,-0.358303124,-0.442781117,0
Ga9Ni13_mp-21589_primitive_2-2-1,0.777619588,0.059788742,0.376940173,0.01024918,0.060660856,-0.400679415,-0.34001856,-0.461340271,1.11022E-15
Ni4Sn3_mp-1221030_primitive_021,0.931233838,0.080873908,0.530489661,0.030615081,0.086474691,-0.400744177,-0.314269486,-0.487218868,1.35381E-08
CaNi_mp-1059707_primitive_110,0.924467546,0.052987593,0.523537874,0.021397807,0.057145002,-0.400929672,-0.34378467,-0.458074673,0
Ni4Sn3_mp-1221030_primitive_122,0.788654295,0.08296809,0.387653638,0.026453173,0.087083146,-0.401000656,-0.31391751,-0.488083802,1.6619E-08
FeNi3_mp-1418_primitive_211,0.925696775,0.036679955,0.52465093,0.041216397,0.055174364,-0.401045845,-0.345871481,-0.45622021,0
YNi2_mp-1019_primitive_2-1-1,0.911305776,0.026347717,0.510128531,0.018804698,0.03237003,-0.401177245,-0.368807215,-0.433547276,0
NiSn_mp-680646_primitive_112,0.734533811,0.117357437,0.33334603,0.027445567,0.120523969,-0.40118778,-0.280663811,-0.52171175,3.26949E-05
Hf3Ni7_mp-27166_primitive_011,0.950440669,0.055809189,0.549157204,0.025703288,0.06144367,-0.401283465,-0.339839795,-0.462727136,2.33147E-15
TiNi_mp-998945_primitive_201,0.867324969,0.039602583,0.465969296,0.015216346,0.042425249,-0.401355673,-0.358930424,-0.443780922,0
FeNi_mp-1224976_primitive_10-1,0.725208104,0.035298562,0.323769714,0.014006778,0.037976023,-0.40143839,-0.363462367,-0.439414413,0
Cs3Ni_mp-985605_primitive_2-12,0.965787274,0.065030734,0.564163214,0.042094917,0.077465982,-0.40162406,-0.324158078,-0.479090042,2.52999E-10
NbNi_mp-1220799_primitive_21-1,0.703755087,0.055234209,0.301829112,0.016152266,0.057547489,-0.401925975,-0.344378486,-0.459473464,0
TiNi_mp-603347_primitive_102,0.876911002,0.040197933,0.474777198,0.016331513,0.043388848,-0.402133805,-0.358744957,-0.445522652,0
Ga4Ni3_mp-30655_primitive_11-1,0.71497429,0.051792998,0.312814747,0.011626883,0.053082003,-0.402159543,-0.349077541,-0.455241546,0
Zr2Ni7_mp-2717_primitive_20-1,0.962732372,0.065095551,0.560398552,0.037667047,0.07520796,-0.40233382,-0.32712586,-0.477541779,7.11852E-11
CaNi5_mp-774_primitive_101,0.925856453,0.05561952,0.523260865,0.0231547,0.060246752,-0.402595589,-0.342348837,-0.46284234,5.55112E-16
Zr2Ni_mp-328_primitive_211,0.650745976,0.088413507,0.248132428,0.021936063,0.091094122,-0.402613548,-0.311519426,-0.49370767,5.85499E-08
CaNi5_mp-774_primitive_001,0.943374002,0.039069251,0.540703736,0.032093859,0.050561073,-0.402670266,-0.352109192,-0.453231339,0
GaNi3_mp-1184034_primitive_102,0.777579391,0.051010051,0.374863978,0.026221966,0.057355181,-0.402715413,-0.345360232,-0.460070595,0
TiNi_mp-603347_primitive_100,0.866529429,0.035788482,0.463738492,0.012099252,0.037778398,-0.402790937,-0.365012539,-0.440569335,0
Ni3Sb_mp-672371_primitive_110,0.954701477,0.0672309,0.551600838,0.030187193,0.073697087,-0.40310064,-0.329403553,-0.476797726,2.77799E-11
V3Ni2_mp-1216708_primitive_011,0.736462635,0.041195953,0.33317114,0.01600088,0.044194284,-0.403291495,-0.359097211,-0.447485779,0
CaNi5_mp-774_primitive_110,0.931703898,0.051378193,0.528276238,0.026733258,0.05791706,-0.40342766,-0.345510601,-0.46134472,0
In3Ni2_mp-21385_primitive_211,0.768905571,0.053813495,0.365448065,0.020122707,0.057452725,-0.403457506,-0.346004781,-0.460910231,0
Ni3Au_mp-976838_primitive_212,0.931830162,0.034015337,0.528091528,0.017249957,0.038139273,-0.403738634,-0.365599361,-0.441877908,0
FeNi_mp-1224965_primitive_1-11,0.74065713,0.043791614,0.336666782,0.016180993,0.046685436,-0.403990348,-0.357304911,-0.450675784,0
Nb3Ni_mp-999396_primitive_2-1-1,0.693517637,0.126014379,0.289423873,0.019232281,0.127473544,-0.404093765,-0.276620221,-0.531567309,7.30514E-05
Ni4Sn3_mp-1221030_primitive_011,0.856143132,0.07712283,0.45198493,0.031734808,0.083396816,-0.404158202,-0.320761386,-0.487555018,3.20917E-09
Sc2Ni_mp-867501_primitive_22-1,0.750855485,0.027285063,0.34654047,0.01452773,0.030911642,-0.404315014,-0.373403372,-0.435226656,0
Ni5Sb2_mp-2409_primitive_2-21,0.70559251,0.060039406,0.300475149,0.039664434,0.071958304,-0.405117361,-0.333159057,-0.477075665,7.83018E-12
TiNi_mp-1067475_primitive_221,0.875705826,0.034001247,0.470396981,0.013424121,0.036555326,-0.405308846,-0.36875352,-0.441864172,0
Ni3Au_mp-976838_primitive_102,0.903641757,0.028066595,0.498175149,0.020412637,0.034704603,-0.405466609,-0.370762006,-0.440171212,0
TiNi_mp-640189_primitive_1-20,0.735343778,0.034966386,0.329859389,0.009974282,0.036361167,-0.405484389,-0.369123222,-0.441845556,0
ZnNi_mp-429_primitive_111,0.874847525,0.045998425,0.468436606,0.024298784,0.052021976,-0.406410919,-0.354388943,-0.458432895,0
Ca4Ni_mp-1214129_primitive_22-1,0.77947439,0.03277606,0.372946557,0.022008607,0.039479727,-0.406527832,-0.367048105,-0.44600756,0
MnNi_mp-1221603_primitive_2-10,0.923056173,0.037881619,0.516454394,0.035385621,0.051837817,-0.406601779,-0.354763963,-0.458439596,0
Ni3Sn_mp-11523_primitive_221,0.97649222,0.086163781,0.569729254,0.053343844,0.101339839,-0.406762967,-0.305423128,-0.508102805,7.80462E-07
TiNi_mp-1190013_primitive_21-1,0.751862153,0.036351875,0.345086922,0.019484544,0.04124447,-0.406775232,-0.365530762,-0.448019701,0
In3Ni7_mp-1213091_primitive_121,0.936991709,0.034468799,0.530192906,0.015156214,0.037653804,-0.406798804,-0.369145,-0.444452608,0
Ti2Ni_mp-1808_primitive_21-1,0.74046464,0.038181357,0.333386408,0.013614788,0.040536138,-0.407078232,-0.366542094,-0.44761437,0
Y3Ni2_mp-582134_primitive_201,0.770107672,0.040617344,0.362738092,0.019736973,0.045158795,-0.407369579,-0.362210785,-0.452528374,0
FeNi_mp-1224976_primitive_211,0.738637978,0.031498722,0.33114976,0.013674656,0.034338983,-0.407488218,-0.373149235,-0.441827201,0
MnNi_mp-1221588_primitive_111,0.926256528,0.056063449,0.518500523,0.02462151,0.061231765,-0.407756005,-0.34652424,-0.46898777,7.77156E-16
Ga3Ni2_mp-11397_primitive_211,0.739092639,0.065573284,0.331266512,0.018966082,0.068261027,-0.407826127,-0.3395651,-0.476087154,4.45199E-13
Ti2Ni_mp-1808_primitive_221,0.746150327,0.032261791,0.338020071,0.015114408,0.035626795,-0.408130255,-0.372503461,-0.44375705,0
VNi3_mp-171_primitive_2-11,0.904762441,0.045238894,0.496366404,0.019084918,0.049099812,-0.408396037,-0.359296225,-0.457495849,0
TiNi_mp-998945_primitive_210,0.871502757,0.042557599,0.463054028,0.013566415,0.044667627,-0.408448729,-0.363781102,-0.453116356,0
VNi3_mp-1216317_primitive_10-2,0.852880436,0.044562547,0.444365895,0.022197718,0.049785131,-0.408514541,-0.35872941,-0.458299672,0
Y2Ni7_mp-574339_primitive_21-1,0.927813452,0.032395175,0.518966547,0.017001538,0.036585511,-0.408846906,-0.372261395,-0.445432417,0
In9Ni13_mp-641509_primitive_2-12,1.004373887,0.055600837,0.595523718,0.022118903,0.059838942,-0.408850169,-0.349011227,-0.468689111,1.11022E-16
TiNi_mp-998945_primitive_212,0.870325541,0.036354003,0.460982659,0.01891359,0.04097972,-0.409342882,-0.368363162,-0.450322602,0
Ni3Sn2_mp-669720_primitive_122,0.945302612,0.09022905,0.535737853,0.029758613,0.09500977,-0.409564759,-0.314554989,-0.504574529,1.28324E-07
FeNi_mp-1224965_primitive_1-12,0.746858495,0.031625667,0.336798407,0.012731333,0.034092076,-0.410060088,-0.375968013,-0.444152164,0
NiSn_mp-680646_primitive_210,0.733355427,0.065720685,0.32310012,0.018369023,0.068239501,-0.410255307,-0.342015806,-0.478494808,3.3773E-13
FeNi_mp-2213_primitive_211,0.748262918,0.050187479,0.337721582,0.01174517,0.051543496,-0.410541336,-0.35899784,-0.462084833,0
V3Ni_mp-7226_primitive_100,0.744547352,0.104609945,0.333601911,0.017575805,0.106076149,-0.410945441,-0.304869292,-0.51702159,1.84397E-06
TiNi_mp-603347_primitive_120,0.757939562,0.039717639,0.346450703,0.020914063,0.044887514,-0.411488859,-0.366601346,-0.456376373,0
FeNi_mp-1224965_primitive_211,0.747915214,0.058376615,0.33622172,0.02330169,0.062855373,-0.411693494,-0.348838121,-0.474548867,2.55351E-15
Ga3Ni5_mp-11398_primitive_110,0.797105402,0.08855642,0.385221927,0.010123172,0.089133149,-0.411883475,-0.322750326,-0.501016624,1.70929E-08
Ni3Au_mp-976838_primitive_201,0.910117617,0.031037102,0.498157084,0.017560614,0.035660578,-0.411960533,-0.376299955,-0.447621112,0
TiNi_mp-1048_primitive_102,0.885406154,0.021368213,0.473383243,0.016319767,0.026887457,-0.412022911,-0.385135454,-0.438910368,0
FeNi_mp-1224976_primitive_101,0.742287344,0.045526572,0.330250621,0.01249454,0.04720998,-0.412036723,-0.364826743,-0.459246703,0
VNi3_mp-1216317_primitive_20-1,0.851994443,0.054784926,0.439937775,0.025801835,0.060556774,-0.412056668,-0.351499894,-0.472613442,2.22045E-16
Ti2Ni_mp-1808_primitive_2-1-1,0.752217096,0.041274467,0.340064152,0.013727306,0.043497363,-0.412152945,-0.368655582,-0.455650308,0
Fe3Ni_mp-1224780_primitive_101,0.742433271,0.040617991,0.330111261,0.011865597,0.042315642,-0.41232201,-0.370006368,-0.454637653,0
Y3Ni2_mp-582134_primitive_100,0.773884755,0.020194436,0.361519571,0.018583739,0.027443954,-0.412365185,-0.384921231,-0.439809139,0
TiNi_mp-998945_primitive_111,0.88405166,0.029552748,0.471658534,0.013385944,0.032443003,-0.412393126,-0.379950123,-0.444836129,0
ZrNi_mp-556_primitive_2-21,0.715532014,0.071877467,0.302529633,0.029585906,0.077728348,-0.413002381,-0.335274033,-0.490730728,1.12936E-10
Zr2Ni_mp-328_primitive_201,0.641853431,0.05913046,0.22838622,0.033464052,0.067943021,-0.413467211,-0.34552419,-0.481410231,1.89404E-13
Sc2Ni_mp-867501_primitive_2-1-1,0.761174241,0.037260954,0.347527049,0.011530673,0.039004296,-0.413647191,-0.374642896,-0.452651487,0
MnNi_mp-1221603_primitive_111,0.930302858,0.049639024,0.516632523,0.017376816,0.052592646,-0.413670336,-0.36107769,-0.466262982,0
Hf3Ni_mp-1184747_primitive_2-12,0.732210964,0.039228939,0.318461993,0.01774648,0.043056326,-0.413748971,-0.370692644,-0.456805297,0
MnNi_mp-1221603_primitive_210,0.918762615,0.053104619,0.504974265,0.02832823,0.060187949,-0.41378835,-0.353600401,-0.473976299,1.11022E-16
FeNi_mp-1224965_primitive_111,0.747109634,0.052777114,0.332917401,0.013789403,0.054548798,-0.414192232,-0.359643434,-0.468741031,0
FeNi_mp-2213_primitive_110,0.753731453,0.035924722,0.339249372,0.016080282,0.039359384,-0.414482081,-0.375122697,-0.453841465,0
Zr2Ni_mp-328_primitive_2-12,0.653900927,0.085369714,0.239217139,0.024139443,0.08871697,-0.414683788,-0.325966818,-0.503400758,1.23072E-08
ScNi_mp-11521_primitive_110,0.793593261,0.043599503,0.37880255,0.009888897,0.0447069,-0.414790711,-0.370083811,-0.459497611,0
YNi5_mp-2152_primitive_110,0.918342128,0.027961262,0.503522624,0.025106393,0.037578759,-0.414819504,-0.377240745,-0.452398264,0
TiNi_mp-571_primitive_111,0.754233688,0.026785498,0.339333858,0.014928773,0.030664819,-0.414899831,-0.384235011,-0.44556465,0
Ca4Ni_mp-1214129_primitive_211,0.760012275,0.031982052,0.345044751,0.015585712,0.035577606,-0.414967524,-0.379389918,-0.450545129,0
Ni3Sn_mp-11523_primitive_111,0.900613192,0.112190563,0.48564467,0.042040108,0.119808568,-0.414968522,-0.295159954,-0.53477709,1.80337E-05
TlNi_mp-11524_primitive_212,0.849868554,0.060329774,0.434795018,0.028790301,0.066847311,-0.415073536,-0.348226225,-0.481920848,6.50591E-14
TiNi_mp-1067475_primitive_112,0.880558923,0.02834524,0.465243696,0.010903862,0.030370164,-0.415315227,-0.384945064,-0.445685391,0
FeNi_mp-1224965_primitive_1-10,0.747878513,0.035631224,0.332074824,0.012750912,0.037844021,-0.415803689,-0.377959668,-0.453647709,0
FeNi_mp-1224965_primitive_110,0.750594482,0.032014062,0.334658326,0.011211586,0.033920492,-0.415936156,-0.382015663,-0.449856648,0
Ni3Au_mp-976838_primitive_210,0.942662716,0.033851314,0.526692657,0.019881239,0.039257804,-0.415970059,-0.376712255,-0.455227862,0
TiNi_mp-1067248_primitive_001,0.750704104,0.02414635,0.334721954,0.01278045,0.027320068,-0.41598215,-0.388662081,-0.443302218,0
Y2Ni17_mp-1196175_primitive_102,0.960109273,0.043594634,0.54412007,0.034963754,0.055883416,-0.415989202,-0.360105786,-0.471872618,0
MnNi_mp-11500_primitive_111,0.92717548,0.046397323,0.511078811,0.025940195,0.053156423,-0.416096669,-0.362940246,-0.469253092,0
GaNi3_mp-1184034_primitive_21-1,0.798065701,0.066105842,0.381843811,0.01217611,0.067217854,-0.41622189,-0.349004036,-0.483439744,7.78266E-14
FeNi3_mp-1225078_primitive_10-1,0.919807258,0.039798248,0.503389069,0.026508873,0.047818626,-0.416418189,-0.368599563,-0.464236814,0
TiNi_mp-1048_primitive_12-1,0.882451656,0.02115275,0.465957248,0.015029288,0.025948379,-0.416494408,-0.39054603,-0.442442787,0
FeNi_mp-1224965_primitive_112,0.755033749,0.037774628,0.338518913,0.013238063,0.040027102,-0.416514836,-0.376487735,-0.456541938,0
TiNi_mp-640189_primitive_121,0.887565783,0.026196591,0.471048869,0.017028137,0.031244501,-0.416516913,-0.385272412,-0.447761415,0
TiNi_mp-1067248_primitive_100,0.878469697,0.033788519,0.461936662,0.016129062,0.037440763,-0.416533035,-0.379092272,-0.453973798,0
Fe3Ni2_mp-1225009_primitive_110,0.747853455,0.043306776,0.331177868,0.019235415,0.047386476,-0.416675587,-0.369289111,-0.464062063,0
MnNi_mp-1797_primitive_101,0.932236072,0.058296278,0.515039016,0.025012293,0.063435564,-0.417197056,-0.353761492,-0.48063262,2.33147E-15
ZrNi_mp-556_primitive_1-12,0.729153371,0.073323982,0.311673288,0.026830262,0.07807861,-0.417480083,-0.339401473,-0.495558693,9.35768E-11
TiNi_mp-640189_primitive_212,0.88151502,0.033162175,0.463689409,0.011917892,0.0352387,-0.417825611,-0.382586911,-0.453064311,0
FeNi_mp-2213_primitive_111,0.752564022,0.031851908,0.334449433,0.022466224,0.038977881,-0.418114589,-0.379136708,-0.457092471,0
ZnNi_mp-567903_primitive_21-1,0.871261436,0.03606556,0.452909973,0.018228141,0.040410268,-0.418351462,-0.377941195,-0.45876173,0
TiNi_mp-1067475_primitive_111,0.760688472,0.032955521,0.342252569,0.014468495,0.035991718,-0.418435903,-0.382444185,-0.454427621,0
Ni3Sn2_mp-669720_primitive_001,0.888220802,0.064871592,0.46971972,0.037939769,0.07515151,-0.418501082,-0.343349572,-0.493652592,1.64153E-11
Ti3Ni4_mp-567653_primitive_211,0.88324157,0.038548291,0.464587179,0.012602406,0.040556028,-0.418654391,-0.378098363,-0.459210419,0
TiNi_mp-597_primitive_100,0.760336134,0.027344862,0.341620059,0.016509344,0.031942134,-0.418716075,-0.38677394,-0.450658209,0
Cs3Ni_mp-985605_primitive_212,0.965585646,0.059306553,0.546471307,0.036684733,0.069735478,-0.419114339,-0.349378862,-0.488849817,4.1156E-13
TiNi_mp-1067248_primitive_1-10,0.768706787,0.041618562,0.349488276,0.017301299,0.045071495,-0.41921851,-0.374147016,-0.464290005,0
Ga4Ni3_mp-30655_primitive_111,0.735396793,0.06069398,0.315665172,0.017182236,0.063079224,-0.419731621,-0.356652397,-0.482810846,1.22125E-15
NbNi_mp-1220799_primitive_111,0.726622352,0.091597745,0.306660047,0.02960695,0.096263796,-0.419962305,-0.323698509,-0.516226101,1.03095E-07
TiNi_mp-1048_primitive_210,0.906575221,0.044921659,0.486424904,0.015089543,0.047388287,-0.420150317,-0.37276203,-0.467538604,0
TiNi_mp-1216890_primitive_101,0.763761723,0.036065248,0.343550371,0.016339076,0.039593781,-0.420211352,-0.380617571,-0.459805134,0
TiNi_mp-603347_primitive_112,0.887474364,0.037296029,0.467248246,0.013422407,0.039637795,-0.420226118,-0.380588323,-0.459863913,0
Ti3Ni4_mp-567653_primitive_102,0.88241483,0.025806397,0.462164371,0.013905731,0.029314493,-0.420250459,-0.390935966,-0.449564952,0
Ni3Sn2_mp-669720_primitive_211,0.939753318,0.08308357,0.519498824,0.037687393,0.091231679,-0.420254494,-0.329022815,-0.511486173,2.08683E-08
CaNi5_mp-1101884_primitive_111,0.951124299,0.038954184,0.530763941,0.035463188,0.052678896,-0.420360358,-0.367681462,-0.473039254,0
V3Ni_mp-7226_primitive_210,0.75041002,0.084677013,0.329963429,0.014842213,0.085967947,-0.420446591,-0.334478644,-0.506414538,2.9193E-09
Ni3Au_mp-976838_primitive_111,0.919342095,0.042922976,0.49855949,0.01278882,0.044787674,-0.420782605,-0.375994931,-0.465570279,0
Nb5Ni_mp-669699_primitive_221,0.743312329,0.109255688,0.322491436,0.024466311,0.111961627,-0.420820893,-0.308859267,-0.53278252,3.85382E-06
Hf3Ni_mp-1184747_primitive_100,0.722596186,0.041422538,0.301577784,0.016074532,0.044432165,-0.421018402,-0.376586238,-0.465450567,0
GaNi3_mp-1184034_primitive_210,0.80439395,0.062804347,0.38328608,0.036542284,0.072661713,-0.42110787,-0.348446157,-0.493769584,2.66587E-12
Y2Ni17_mp-1196175_primitive_101,0.945716354,0.040701829,0.524377757,0.030832942,0.051061817,-0.421338597,-0.37027678,-0.472400414,0
VNi2_mp-11531_primitive_100,0.753627804,0.04128712,0.3322052,0.021656402,0.046622163,-0.421422604,-0.374800441,-0.468044766,0
MnNi_mp-1221603_primitive_1-11,0.937421614,0.054423711,0.515850827,0.023541252,0.059296972,-0.421570787,-0.362273815,-0.480867759,0
TiNi_mp-1190013_primitive_110,0.767635009,0.033179708,0.34603724,0.029410446,0.044338103,-0.421597768,-0.377259666,-0.465935871,0
Y3Ni_mp-1105633_primitive_001,0.748390359,0.064975947,0.326306938,0.014362801,0.066544449,-0.422083421,-0.355538972,-0.48862787,2.26485E-14
Ni3Au_mp-976818_primitive_2-11,0.949888557,0.04812109,0.52768451,0.026319413,0.054848435,-0.422204047,-0.367355612,-0.477052482,0
Hf3Ni_mp-1184747_primitive_210,0.752713376,0.045219699,0.330361459,0.017407254,0.048454449,-0.422351918,-0.373897468,-0.470806367,0
Ti2Ni_mp-1808_primitive_110,0.754311958,0.047587015,0.331878866,0.019083509,0.051270892,-0.422433092,-0.3711622,-0.473703984,0
MnNi_mp-1797_primitive_111,0.94067238,0.04432155,0.518098958,0.027980743,0.0524149,-0.422573422,-0.370158522,-0.474988322,0
